,0
133,42.69805908203125
134,69.00269317626953
135,27.563011169433594
136,31.372997283935547
137,35.51271057128906
138,47.069671630859375
139,29.659727096557617
140,53.513492584228516
141,55.0954475402832
142,38.31940841674805
143,31.998516082763672
144,69.00080108642578
145,53.513492584228516
146,53.513492584228516
147,53.513492584228516
148,53.513492584228516
149,38.31940841674805
150,47.0691032409668
151,31.998516082763672
152,35.51271057128906
153,35.51271057128906
154,69.00269317626953
155,53.513492584228516
156,45.39470291137695
157,41.88935852050781
158,45.13491439819336
159,26.409976959228516
160,55.0958366394043
161,45.39397430419922
162,29.659727096557617
163,31.372997283935547
164,35.51271057128906
165,53.513492584228516
166,47.069671630859375
167,53.513492584228516
168,53.513492584228516
169,45.39470291137695
170,29.659727096557617
171,29.659727096557617
172,31.37377166748047
173,29.659727096557617
174,38.319427490234375
175,29.659727096557617
176,39.32266616821289
177,35.51271057128906
178,29.659727096557617
179,53.513492584228516
180,26.409975051879883
181,47.069671630859375
182,29.659727096557617
183,53.513492584228516
184,35.51271057128906
185,31.998516082763672
186,26.413616180419922
187,45.39470291137695
188,29.659727096557617
189,31.371707916259766
190,26.409975051879883
191,38.31940841674805
192,35.51271057128906
193,29.659727096557617
194,47.069671630859375
195,45.99698257446289
196,53.51342010498047
197,31.372997283935547
198,31.372997283935547
199,26.409975051879883
200,47.069671630859375
201,31.998516082763672
202,53.513492584228516
203,38.31916809082031
204,31.372997283935547
205,26.409975051879883
206,68.3872299194336
207,69.00269317626953
208,46.02266311645508
209,29.659727096557617
210,29.659727096557617
211,35.43686294555664
212,47.069671630859375
213,55.09585952758789
214,45.997013092041016
215,42.69801330566406
216,31.372997283935547
217,29.659727096557617
218,26.409975051879883
219,31.372997283935547
220,30.332733154296875
221,26.409976959228516
222,31.36600112915039
223,42.69805908203125
224,31.998516082763672
225,47.069671630859375
226,42.69805908203125
227,32.00242233276367
228,47.069671630859375
229,38.31940841674805
230,42.69805908203125
231,38.31940841674805
232,42.69805145263672
233,42.69805908203125
234,38.31940841674805
235,42.69805908203125
236,29.659727096557617
237,38.31942367553711
238,29.659727096557617
239,47.33224868774414
240,35.51271057128906
241,29.659727096557617
242,53.513492584228516
243,26.409975051879883
244,47.069671630859375
245,29.659727096557617
246,53.513492584228516
247,35.51271057128906
248,31.998516082763672
249,26.41309356689453
250,45.39470291137695
251,29.659727096557617
252,31.369857788085938
253,26.409975051879883
254,38.31940841674805
255,35.51271057128906
256,29.659727096557617
257,47.069671630859375
258,45.99700927734375
259,53.513248443603516
260,31.372997283935547
261,31.372997283935547
262,26.409975051879883
263,47.069671630859375
264,31.998516082763672
265,53.513492584228516
266,38.319175720214844
267,31.372997283935547
268,26.409975051879883
269,68.96633911132812
270,69.00269317626953
271,46.01076126098633
272,29.659727096557617
273,29.659727096557617
274,35.431549072265625
275,47.069671630859375
276,55.09585952758789
277,45.997013092041016
278,42.698055267333984
279,31.372997283935547
280,29.659727096557617
281,26.409975051879883
282,31.372997283935547
283,36.98957443237305
284,26.409976959228516
285,31.37256622314453
286,29.659765243530273
287,42.69805908203125
288,29.659727096557617
289,29.659727096557617
290,42.69805908203125
291,69.00269317626953
292,26.58804702758789
293,31.372997283935547
294,35.51271057128906
295,47.069671630859375
296,29.659727096557617
297,53.513492584228516
298,55.094757080078125
299,38.31940841674805
300,31.998516082763672
301,68.99944305419922
302,53.513492584228516
303,53.513492584228516
304,53.513492584228516
305,53.513492584228516
306,38.31940841674805
307,47.06583786010742
308,31.998516082763672
309,35.51271057128906
310,35.51271057128906
311,69.00269317626953
312,53.513492584228516
313,45.39470291137695
314,42.63890075683594
315,45.98356628417969
316,26.409975051879883
317,55.095848083496094
318,45.39738845825195
319,29.659727096557617
320,31.372997283935547
321,35.51271057128906
322,53.513492584228516
323,47.069671630859375
324,53.513492584228516
325,53.513492584228516
326,45.39470291137695
327,29.659727096557617
328,29.659727096557617
329,31.373537063598633
